#
# Do not edit this file. It will be replaced during upgrade. If you want to add named accounts, add them to names_custom.txt
#
addr	symbol	source	name	logo	description	contract	visible
0xb53a96bcbdd9cf78dff20bab6c2be7baec8f00f8	EGAS	Etherscan.io	ETHGAS	ethgas_28.png	Airdrop Service	true	true
0xb5a5f22694352c15b00323844ad545abb2b11028	ICX	Etherscan.io	ICON	iconfoundation_28_2.png	The ICON Network is comprised of various institutions ranging from: financial institutions, insurance companies, hospitals, universities and more.	true	true
0xb5b8f5616fe42d5ceca3e87f3fddbdd8f496d760	ZPR	Etherscan.io	ZPER	zper_28.png	ZPER is a global alliance platform of P2P(peer-to-peer) lending companies. The goal is to build a safer P2P lending market ecosystem.	true	true
0xb5dbc6d3cf380079df3b27135664b6bcf45d1869	OMX	Etherscan.io	Omix	shivom_28.png	Shivom will enable DNA data donors to collaborate with revolutionary changemakers in biotechnology, healthcare industry, and government-ordained research institutes and contribute to an unprecedented era of medical marvels.	true	true
0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206	NEXO	Etherscan.io	Nexo	nexo_28.png	Instant Crypto-backed Loans	true	true
0xb62d18dea74045e822352ce4b3ee77319dc5ff2f	EVC	Etherscan.io	EventChain	eventchain_28.png	Blockchain secured event ticketing.	true	true
0xb683d83a532e2cb7dfa5275eed3698436371cc9f	BTU	Etherscan.io	BTU Protocol	btu_28.png	Decentralized Booking Protocol	true	true
0xb6ed7644c69416d67b522e20bc294a9a9b405b31	0xBTC	Etherscan.io	0xBitcoin Token	0xbitcoin_28_1.png	Pure mined digital currency for Ethereum	true	true
0xb6ee9668771a79be7967ee29a63d4184f8097143	CXO	Etherscan.io	CargoX	cargox_28.png	CargoX aims to be the independent supplier of blockchain-based Smart B/L solutions that enable extremely fast, safe, reliable and cost-effective global Bill of Lading processing.	true	true
0xb70835d7822ebb9426b56543e391846c107bd32c	GTC	Etherscan.io	Game.com Token	gamecom_28_2.png	Game.com is focused on creating a global gaming platform for blockchain digital currencies.	true	true
0xb7cb1c96db6b22b0d3d9536e0108d062bd488f74	WTC	Etherscan.io	Walton	walton_28_2.png	Value Internet of Things (VIoT) constructs a perfect commercial ecosystem via the integration of the real world and the blockchain.	true	true
0xb802b24e0637c2b87d2e8b7784c055bbe921011a	EMV	Etherscan.io	EthereumMovieVenture	emv.png	Ethereum Movie Venture is a blockchain based movie platform.	true	true
0xb8c77482e45f1f44de1745f52c74426c631bdd52	BNB	Etherscan.io	BNB	bnb_28_2.png	Binance aims to build a world-class crypto exchange, powering the future of crypto finance.	true	true
0xb91318f35bdb262e9423bc7c7c2a3a93dd93c92c	NULS	Etherscan.io	Nuls	nuls28.png	NULS is a global blockchain open-source project which is a highly customizable modular blockchain infrastructure consisting of a microkernel and functional modules.	true	true
0xb98d4c97425d9908e66e53a6fdf673acca0be986	ABT	Etherscan.io	ArcBlock	arcblock_28.png	An open source protocol that provides an abstract layer for accessing underlying blockchains, enabling your application to work on different blockchains.	true	true
0xb9bb08ab7e9fa0a1356bd4a39ec0ca267e03b0b3	PAI	Etherscan.io	PCHAIN	pchain_28.png	Native multichain system in the world that supports Ethereum Virtual Machine (EVM), which consists of one main chain and multiple derived chains.	true	true
0xb9ef770b6a5e12e45983c5d80545258aa38f3b78	ZCN	Etherscan.io	0chain	ochain_28_2.png	0chain is an infinitely scalable decentralized Cloud for any application.	true	true
0xba2184520a1cc49a6159c57e61e1844e085615b6	HGT	Etherscan.io	HelloGold	hellogold_28.png	HelloGold is a start-up that creates simple and accessible gold products for everyone, providing access to gold as a form of savings, loan collateral and remittance	true	true
0xba5f11b16b155792cf3b2e6880e8706859a8aeb6	ARN	Etherscan.io	Aeron	aeron_28_2.png	Blockchain for Aviation Safety.	true	true
0xba9d4199fab4f26efe3551d490e3821486f135ba	CHSB	Etherscan.io	SwissBorg	swissborg_28_3.png	Crypto Wealth Management.	true	true
0xbab165df9455aa0f2aed1f2565520b91ddadb4c8	EKT	Etherscan.io	EDUCare	educare_28.png	No description	true	true
0xbac7a1798350cdf2dbfe0c210c2c9861223f4b31	MNC	Etherscan.io	Moneynet Coin	moneynet_28.png	Incentive Social Network Service	true	true
0xbae235823d7255d9d48635ced4735227244cd583	STR	Etherscan.io	Staker	staker2_28.png	Staker is a service which provides a provably fair and transparent, web based Ethereum dice gambling Dapp.	true	true
0xbb1fa4fdeb3459733bf67ebc6f893003fa976a82	PAT	Etherscan.io	Pangea Arbitration Token	bitnation_28.png	Influencers and social media (SNS) users from around the world can publish, discover, reserve, or sell influencer data on PATRON's trustful platform on both web and mobile. PATRON is a one stop shop for social media influencer focused brands and influencers themselves.	true	true
0xbb49a51ee5a66ca3a8cbe529379ba44ba67e6771	CST	Etherscan.io	Cryptosolartech	cryptosolar_28_2.png	New ICO, Cryptocurrency and Solar Energy. Own mining farm based on photovoltaic plant. Blockchain of Ethereum as a management tool.	true	true
0xbb9bc244d798123fde783fcc1c72d3bb8c189413	DAO	Etherscan.io	The DAO		The infamous DAO smart contract	true	true
0xbbc2045d335cb224228f1850b29173d9d7d7b989	HELP	Etherscan.io	HELP	help_28.png	Decentralized Fundraising Platform & Advanced Distributed Edge Network	true	true
0xbbff862d906e348e9946bfb2132ecb157da3d4b4	SS	Etherscan.io	Sharder	sharder_28.png	Cross-chain distributed storage protocol	true	true
0xbc46d9961a3932f7d6b64abfdec80c1816c4b835	LXT	Etherscan.io	LiteXToken	litex_28.png	LITEX is a completely decentralized payment ecosystem for cryptocurrency.	true	true
0xbc647aad10114b89564c0a7aabe542bd0cf2c5af	IONC	Etherscan.io	IONChain Token	ionchain_28.png	Through IONChain Protocol, IONChain will serve as the link between IoT devices, supporting decentralized peer-to-peer application interaction between devices.	true	true
0xbc86727e770de68b1060c91f6bb6945c73e10388	XNK	Etherscan.io	Ink Protocol	paywithink_28.png	Peer-to-peer transactions on any platform.	true	true
0xbd168cbf9d3a375b38dc51a202b5e8a4e52069ed	BWX	Etherscan.io	BlueWhaleToken	bluewhalefoundation_28.png	The Decentralized Ecosystem for the Self-Employed.	true	true
0xbd4b60a138b3fce3584ea01f50c0908c18f9677a	FNTB	Etherscan.io	FinTab	fintab_28.png	Cryptocurrency Portfolio Tracker	true	true
0xbdc5bac39dbe132b1e030e898ae3830017d7d969	SNOV	Etherscan.io	Snovio	snovio_28.png	Decentralized lead generation platform.	true	true
0xbdcfbf5c4d91abc0bc9709c7286d00063c0e6f22	GUESS	Etherscan.io	GUESS	peerguess_28.png	No Description	true	true
0xbdeb4b83251fb146687fa19d1c660f99411eefe3	SVD	Etherscan.io	savedroid	savedroid_28.png	Savedroid creates a unique ai-fueled ecosystem of crypto saving and investing for the masses.	true	true
0xbe428c3867f05dea2a89fc76a102b544eac7f772	CVT	Etherscan.io	CyberVeinToken	cyberverin_28.png	No description	true	true
0xbe6c8f2810ef39420d2dc2901b8414c8c45fee6d	MICRO	Etherscan.io	MICROMINES	micromines_28.png	MicroExchange is a Decentralized exchange.	true	true
0xbf2179859fc6d5bee9bf9158632dc51678a4100e	ELF	Etherscan.io	ELF	aelf_28.png	elf is a decentralized self-evolving cloud computing blockchain network that aims to provide a high performance platform for commercial adoption of blockchain.	true	true
0xbf52f2ab39e26e0951d2a02b49b7702abe30406a	ODEM	Etherscan.io	ODEM Token	odem_28.png	Unlocking human potential. Powering your education and certifications on the blockchain	true	true
0xc011a72400e58ecd99ee497cf89e3775d4bd732f	SNX	Etherscan.io	Synthetix Network Token	synthetix_28.png	Synthetix is a cryptoasset-backed network that enables the creation of on-chain synthetic assets.	true	true
0xc05d14442a510de4d3d71a3d316585aa0ce32b50	LINA	Etherscan.io	LINA	lina1_28.png	An Ecosystem for Reviewers, Professionals and Businesses all around the world, powered and connected by Blockchain.	true	true
0xc0eb85285d83217cd7c891702bcbc0fc401e2d9d	HVN	Etherscan.io	Hiveterminal Token	hive_28.png	A blockchain based platform providing you fast and low-cost liquidity.	true	true
0xc12d099be31567add4e4e4d0d45691c3f58f5663	AUC	Etherscan.io	Auctus	auctus_28.jpg	The world's first retirement plan platform with traditional and cryptocurrency assets, powered by smart contracts & robo advisory.	true	true
0xc16b542ff490e01fcc0dc58a60e1efdc3e357ca6	ROCK2	Etherscan.io	ICE ROCK MINING	icerock28.png	Commercial Bitcoin Mining.	true	true
0xc20464e0c373486d2b3335576e83a218b1618a5e	DTRC	Etherscan.io	Datarius Credit	datarius_28.png	Datarius cryptobank is a decentralized partially closed system.	true	true
0xc27a2f05fa577a83ba0fdb4c38443c0718356501	TAU	Etherscan.io	Lamden Tau	lamdentau_28.png	Lamden is a suite of developer tools that speed up the process of creating new and custom blockchains and apps.	true	true
0xc3761eb917cd790b30dad99f6cc5b4ff93c4f9ea	ERC20	Etherscan.io	ERC20	erc20_28.jpg	ERC20 is payment method for Belance platform, future project and application and more. Real token utility. Belance is a large unique blockchain platform which combines many opportunities and connects everyone in the blockchain world.	true	true
0xc39e626a04c5971d770e319760d7926502975e47	AXPR	Etherscan.io	aXpire	axpire_28.png	No description	true	true
0xc42209accc14029c1012fb5680d95fbd6036e2a0	PPP	Etherscan.io	PayPie	paypie_28.png	PayPie platform brings ultimate trust and transparency to the financial markets by introducing the world’s first risk score algorithm based on business accounting.	true	true
0xc429e7b63dc30b51f5a7e4be23fd5eb4baf8a1c3	BTB	Etherscan.io	Bitibu	bitibu2_28.png	Bitibu is the simple and secure exchange platform to trade Bitcoin, Ethereum, Litecoin and other altcoins easily.	true	true
0xc4bcd64cb216d49fd3c643a32762f34626b45a1a	COSM	Etherscan.io	CosmoCoin	cosmocoin_28.png	Connecting customers and companies through a mutually beneficial beauty ecosystem	true	true
0xc528c28fec0a90c083328bc45f587ee215760a0f	EDR	Etherscan.io	Endor Protocol Token	endor_28.png	Inventing the “Google” for predictive analytics	true	true
0xc56b13ebbcffa67cfb7979b900b736b3fb480d78	SAT	Etherscan.io	Social Activity Token	sphere_28.png	Sphere Social Network is a next-generation decentralized social network powered by Social Activity Token	true	true
0xc5bbae50781be1669306b9e001eff57a2957b09d	GTO	Etherscan.io	Gifto	gifto28.png	Decentralized Universal Gifting Protocol.	true	true
0xc6abf3c09341741ac6041b0b08195701bdfd460c	OSA	Etherscan.io	OSAToken	osa_28.png	Real-life blockchain and AI application for retail, the world’s biggest industry	true	true
0xc72ed4445b3fe9f0863106e344e241530d338906	MLC	Etherscan.io	Mallcoin Token	mallcoin_28.png	An international e-commerce site created for users from all over the world, who sell and buy various products and services with tokens.	true	true
0xc72fe8e3dd5bef0f9f31f259399f301272ef2a2d	INSTAR	Etherscan.io	Insights Network	insightsnetwork28.png	The Insights Network’s unique combination of blockchain technology, smart contracts, and secure multiparty computation enables the individual to securely own, manage, and monetize their data.	true	true
0xc7bba5b765581efb2cdd2679db5bea9ee79b201f	GEM	Etherscan.io	Gems	gems_28.png	No description	true	true
0xc7c03b8a3fc5719066e185ea616e87b88eba44a3	ELI	Etherscan.io	EligmaToken	eligmatoken_28.png	Eligma is a cognitive commerce platform aiming to create a user-friendly and safe consumer experience with AI and blockchain technology. One of its features is Elipay, a cryptocurrency transaction system.	true	true
0xc86d054809623432210c107af2e3f619dcfbf652	UPP	Etherscan.io	SENTINEL PROTOCOL	uppsala_28.png	Sentinel Protocol is a blockchain-based threat intelligence platform that defends against hacks, scams, and fraud using crowdsourced threat data collected by security experts; called the Sentinels.	true	true
0xc9859fccc876e6b4b3c749c5d29ea04f48acb74f	INO	Etherscan.io	Ino Coin	inocoin_28_2.png	InoCoin is a decentralized cryptocurrency built with the sole mission of helping new businesses with funding.	true	true
0xc98e0639c6d2ec037a615341c369666b110e80e5	EXMR	Etherscan.io	EXMR	exmr_28_1.png	EXMR aims to build a world-class crypto payment gateway, called GetCryptoPayments, that creates an open, safe and fair financial ecosystem for all.	true	true
0xca0e7269600d353f70b14ad118a49575455c0f2f	AMLT	Etherscan.io	AMLT	amlt.png	No description	true	true
0xca2796f9f61dc7b238aab043971e49c6164df375	YEED	Etherscan.io	YGGDRASH	yeedtoken2_28.png	Trust-based Multi-dimensional Blockchain	true	true
0xca29db4221c111888a7e80b12eac8a266da3ee0d	BLN	Etherscan.io	Boleno	boleno.png	Bolenum is a cryptocurrency and financial services provider targeting the African continent.	true	true
0xcb5a05bef3257613e984c17dbcf039952b6d883f	SGR	Etherscan.io	Sugar Exchange	sugarexchange_28.png	Sugar Exchange aims to be a new type of cryptocurrency trading platform utilizing proven methods, as well as implementing advanced technology to ensure a superior user experience.	true	true
0xcb97e65f07da24d46bcdd078ebebd7c6e6e3d750	BTM	Etherscan.io	Bytom	bytom_28.png	Transfer assets from atomic world to byteworld	true	true
0xcbcc0f036ed4788f63fc0fee32873d6a7487b908	HMQ	Etherscan.io	Humaniq	humaniq.png	Humaniq aims to be a simple and secure 4th generation mobile bank.	true	true
0xcbeaec699431857fdb4d37addbbdc20e132d4903	YOYOW	Etherscan.io	YOYOW	yoyow28.png	A blockchain based content rewards network	true	true
0xcc13fc627effd6e35d2d2706ea3c4d7396c610ea	IDXM	Etherscan.io	IDEX Membership	idex-membership_28.png	No description	true	true
0xcc34366e3842ca1bd36c1f324d15257960fcc801	BON	Etherscan.io	Bonpay	bonpay28.png	Accept, store and send Bitcoin with the Bonpay Wallet. Spend your funds anywhere with Bonpay Card.	true	true
0xcc4ef9eeaf656ac1a2ab886743e98e97e090ed38	DDF	Etherscan.io	Digital Developers Fund Token	ddf_28.png	Digital Developers Fund is an investment fund designed to let investors participate in the extraordinary growth in domain names and crypto currencies.	true	true
0xcc53c2e5e2421cb5a5307ed1c229816d71266292	BITS	Etherscan.io	Bitcoinus	bitcoinus_28.png	No description	true	true
0xcc80c051057b774cd75067dc48f8987c4eb97a5e	NEC	Etherscan.io	Ethfinex Nectar Token	ethfinexnectar_28_2.png	Nectar token (NEC), used to incentivise liquidity and reward loyal customers of Ethfinex.	true	true
0xcced5b8288086be8c38e23567e684c3740be4d48	RLT	Etherscan.io	RouletteToken	rlt-big-min.png	Developed and launched the prototype of «European Roulette» game based on Ethereum smart contract.	true	true
0xcdb7ecfd3403eef3882c65b761ef9b5054890a47	HUR	Etherscan.io	Hurify Token	hurify_28.png	A Decentralized platform for IOT solution development.	true	true
0xcdcfc0f66c522fd086a1b725ea3c0eeb9f9e8814	AURA	Etherscan.io	Aurora DAO	auroradao_28.png	Aurora is a collection of Ethereum applications and protocols that together form a decentralized banking and finance platform.	true	true
0xce5c603c78d047ef43032e96b5b785324f753a4f	E4ROW	Etherscan.io	E4ROW	e4row_28.png	The E4ROW project's mission is to aggressively expand the universe of Ether users by bringing Ether-based apps to the global online/mobile gaming markets.	true	true
0xced4e93198734ddaff8492d525bd258d49eb388e	EDO	Etherscan.io	Eidoo	eidoo_28.png	Aims to be a Fast, easy, and not only a Multicurrency Wallet and Hybrid Exchange.	true	true
0xcfb98637bcae43c13323eaa1731ced2b716962fd	NET	Etherscan.io	NimiqNetwork	nimiq_28.png	A Browser-based Blockchain & Ecosystem	true	true
0xd01db73e047855efb414e6202098c4be4cd2423b	UQC	Etherscan.io	Uquid Coin	uquid_28.png	The goal of this blockchain asset is to supplement the development of UQUID Ecosystem. In this virtual revolution, coin holders will have the benefit of instantly and effortlessly cash out their coins.	true	true
0xd0352a019e9ab9d757776f532377aaebd36fd541	FSN	Etherscan.io	Fusion	fusion_28.png	FUSION is a public blockchain devoting itself to creating an inclusive cryptofinancial platform by providing cross-chain, cross-organization, and cross-datasource smart contracts.	true	true
0xd07d9fe2d2cc067015e2b4917d24933804f42cfa	TOL	Etherscan.io	Tolar Token	tolar_28.png	Tolar is an open source, community governed crypto-currency featuring scalable, fast, secure, and fair transactions.	true	true
0xd0929d411954c47438dc1d871dd6081f5c5e149c	RFR	Etherscan.io	Refereum	refereum.png	distribution and growth platform for games.	true	true
0xd0a4b8946cb52f0661273bfbc6fd0e0c75fc6433	STORM	Etherscan.io	Storm	stormx_28.png	Storm Market aims to make it easier for members to find new ways to earn, engage, and advance with their gamified micro-task platform for STORM tokens.	true	true
0xd26114cd6ee289accf82350c8d8487fedb8a0c07	OMG	Etherscan.io	OmiseGO	omise.png	OmiseGO (OMG) is a public Ethereum-based financial technology for use in mainstream digital wallets	true	true
0xd2946be786f35c3cc402c29b323647abda799071	VIKKY	Etherscan.io	Vikky Token	vikky_28-1.png	VIKKY is the leading short-term employment application.	true	true
0xd2d6158683aee4cc838067727209a0aaf4359de3	BNTY	Etherscan.io	Bounty0x	bounty0x.png	A decentralized bounty hunting platform enabling anyone to manage bounty programs, and bounty hunters to receive payment for completing bounty tasks.	true	true
0xd2fa8f92ea72abb35dbd6deca57173d22db2ba49	ORI	Etherscan.io	Origami Network	origami_28.png	A protocol for building decentralized marketplaces using the Ethereum blockchain	true	true
0xd341d1680eeee3255b8c4c75bcce7eb57f144dae	ONG	Etherscan.io	onG	ongcoin_28.png	SoMee allows you to connect and build a community on a social network where you have the control of private data, information and monetization of your social media channels.	true	true
0xd3c00772b24d997a812249ca637a921e81357701	WILD	Etherscan.io	WILD Token	wildcrypto_28.png	Wild Crypto is a website where you can play games of chance.	true	true
0xd42debe4edc92bd5a3fbb4243e1eccf6d63a4a5d	C8	Etherscan.io	Carboneum	carboneum_28.png	Carboneum is creating a democratized infrastructure of social trading platform with a proprietary application.	true	true
0xd44bb6663936cab1310584a277f7daa6943d4904	WCO	Etherscan.io	Winco	wincoico.png	No description	true	true
0xd45247c07379d94904e0a87b4481f0a1ddfa0c64	BCZERO	Etherscan.io	Buggyra Coin Zero	nuggyratoken_28.png	BCZERO will act as the payment platform for racing series in China, India, Europe, South America and for Sponsorships and Fans.	true	true
0xd49ff13661451313ca1553fd6954bd1d9b6e02b9	ELEC	Etherscan.io	ElectrifyAsia	electrify_28.png	ELECTRIFY aims to be a retail electricity marketplace in Southeast-Asia addressing the need for transparency and security in the consumption of energy	true	true
0xd4c435f5b09f855c3317c8524cb1f586e42795fa	CND	Etherscan.io	Cindicator	cindicatortoken_28.png	Hybrid Intelligence for effective asset management.	true	true
0xd4fa1460f537bb9085d22c7bccb5dd450ef28e3a	PPT	Etherscan.io	Populous	populous_28.png	Aims to rebuild invoice financing block by block, for invoice buyers and sellers.	true	true
0xd559f20296ff4895da39b5bd9add54b442596a61	FTX	Etherscan.io	FintruX Network	fintrux_28_28.png	The Global P2P Lending Ecosystem Powered By Ethereum And No-Code Development.	true	true
0xd65960facb8e4a2dfcb2c2212cb2e44a02e2a57e	Soar	Etherscan.io	Soarcoin	soarcoin_28.png	Soarcoin is a revolutionary digital money system. Use Soarcoin to make instant payments online or in-store using our secure Ethereum based open-source platform.	true	true
0xd6e1401a079922469e9b965cb090ea6ff64c6839	HOLD	Etherscan.io	HOLD	holdco_28.png	HOLD is a revolutionary card that provides instant cash against cryptocurrency collateral. Leverage the power of your portfolio without having to sell it.	true	true
0xd7631787b4dcc87b1254cfd1e5ce48e96823dee8	SCL	Etherscan.io	SOCIALL	socialcoin2_28.png	secure and private decentralised social network	true	true
0xd7b3669c7d3e38ab5a441383d41f25e003e02148	SEAL	Etherscan.io	SealToken	sealnetwork_28.png	Seal is a blockchain powered product authentication and services platform which will provide consumers and manufacturers with product trust.	true	true
0xd82df0abd3f51425eb15ef7580fda55727875f14	DAV	Etherscan.io	DAV Token	dav_28.png	Blockchain-based transportation protocol enabling a decentralized, peer to peer, global transportation network	true	true
0xd850942ef8811f2a866692a623011bde52a462c1	VEN	Etherscan.io	VeChain	vechain_28.png	VeChain aims to connect blockchain technology to the real world by providing a comprehensive governance structure, a robust economic model as well as advanced IoT integration.	true	true
0xd938137e6d96c72e4a6085412ada2dad78ff89c4	AAA	Etherscan.io	Change Your Life	abulaba_28.png	cryptocurrency exchange	true	true
0xd99b8a7fa48e25cce83b81812220a3e03bf64e5f	SKM	Etherscan.io	Skrumble Token	skrumble_28.png	Skrumble Network is a completely new, innovative blockchain and application that centers on creating the most secure connections for communication possible.	true	true
0xd9a12cde03a86e800496469858de8581d3a5353d	YUP	Etherscan.io	YUP	yupcoin_28.png	decentralized open innovation platform empowering anyone to earn cryptocurrency, and entrepreneurs to get insights from key stakeholders, employees, and consumers.	true	true
0xda6cb58a0d0c01610a29c5a65c303e13e885887c	CV	Etherscan.io	cVToken	carvertical_28_2.png	Decentralized Car History Registry Built on Blockchain	true	true
0xda80b20038bdf968c7307bb5907a469482cf6251	BNN	Etherscan.io	BrokerNekoNetwork	brokerneko_28.png	BrokerNeko Network provides rational, quick and easy solutions for individual and institutional transactions with its own unique system.	true	true
0xdac4ae188ace3c8985765edc6c9b4739d4845ddc	INVE	Etherscan.io	InterValue	inve_28.png	InterValue is one of the first projects of the Blockchain 4.0 era. It supports the deployment of large-scale applications. InterValue’s double-layer DAG consensus uses sharding and gossip protocol to achieve high transaction concurrency.	true	true
0xdae1baf249964bc4b6ac98c3122f0e3e785fd279	TKA	Etherscan.io	Tokia	tokia_28.png	Mobile exchange & Digital currency wallet	true	true
0xdb25f211ab05b1c97d595516f45794528a807ad8	EURS	Etherscan.io	STASIS EURS Token	statiseuro_28.png	EURS token is a virtual financial asset that is designed to digitally mirror the EURO on the condition that its value is tied to the value of its collateral.	true	true
0xdb455c71c1bc2de4e80ca451184041ef32054001	JOT	Etherscan.io	Jury.Online	jury_28.png	Unique platform for secure investment in responsible ICOs.	true	true
0xdb8646f5b487b5dd979fac618350e85018f557d4	BTK	Etherscan.io	BitcoinToken	btk_28.png	Bitcoin Token (BTK) is a digital currency. It uses peer-to-peer technology to operate with no central authority or banks; managing transactions are carried out collectively by the network.	true	true
0xdbfb423e9bbf16294388e07696a5120e4ceba0c5	ETHD	Etherscan.io	Ethereum Dark	ethereumdark_28.png	Aims to allow anyone to send transactions through P2P network	true	true
0xdd16ec0f66e54d453e6756713e533355989040e4	TEN	Etherscan.io	Tokenomy	tokenomy_28.png	No description	true	true
0xdd6c68bb32462e01705011a4e2ad1a60740f217f	HBT	Etherscan.io	Hubiits	hubiinetwork_28.png	A blockchain based decentralized marketplace.	true	true
0xdd974d5c2e2928dea5f71b9825b8b646686bd200	KNC	Etherscan.io	KyberNetwork	kyber2_28.png	KyberNetwork is a new system which allows the exchange and conversion of digital assets.	true	true
0xddd460bbd9f79847ea08681563e8a9696867210c	SPND	Etherscan.io	Spendcoin	spendcoin_28.png	Spendcoin powers the Spend.com ecosystem. The Spend Wallet App & Spend Card give our users a multi-currency digital wallet that they can manage or spend from	true	true
0xde1e0ae6101b46520cf66fdc0b1059c5cc3d106c	DELTA	Etherscan.io	DeltaChain Token	deltachain_28.png	DeltaChain inherits and develops the Ethereum technology platform, with open source P2P accelerates all transactions quickly, minimises risk, enhances high security, and does not involve any third parties.	true	true
0xde2f7766c8bf14ca67193128535e5c7454f8387c	META	Etherscan.io	Metadium	metadium_28_2.png	Metadium is the next-generation identiy protocol layer of the internet, powered by blockchain with trustless trust.	true	true
0xdf2c7238198ad8b389666574f2d8bc411a4b7428	MFT	Etherscan.io	Mainframe Token	mainframe_28.png	A decentralized network for censorship-resistant message routing.	true	true
0xdf347911910b6c9a4286ba8e2ee5ea4a39eb2134	BOB	Etherscan.io	BOB Token	bobrepair_28.png	Using Blockchain to eliminate review fraud and provide lower pricing in the home repair industry through a decentralized platform.	true	true
0xe0c8087ce1a17bdd5d6c12eb52f8d7eff7791987	LFT	Etherscan.io	Linfinity	linfinity_28.png	As a reliable distributed business platform based on Blockchain, Internet of Things, and Big Data technology.	true	true
0xe120c1ecbfdfea7f0a8f0ee30063491e8c26fedf	SUR	Etherscan.io	Suretly	suretly_28.png	Suretly is a crowdvouching platform.	true	true
0xe12128d653b62f08fbed56bdeb65db729b6691c3	BRZC	Etherscan.io	BreezeCoin	breezecoin_28_2.png	BreezeCoin is linked to real estate assets. Coin holders benefit from monthly interest payments. It will become a medium of exchange in real estate projects done by Breeze de Mar.	true	true
0xe13ef257cf4d5df928ca11d230427c037666d466	WIT	Etherscan.io	WIT	witchain_28.png	Digital Token Development and Value Management Service for Individual and Enterprise	true	true
0xe1aee98495365fc179699c1bb3e761fa716bee62	BZNT	Etherscan.io	BezantToken	bezant1_28.png	A decentralized payment platform enabling the creation of robust applications	true	true
0xe25b0bba01dc5630312b6a21927e578061a13f55	SHIP	Etherscan.io	ShipChain SHIP	shipchain_28.png	A fully integrated system across the entire supply chain, from the moment a shipment leaves the factory, to the final delivery on the customer's doorstep; federated in trustless, transparent blockchain contracts.	true	true
0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d	MAN	Etherscan.io	MATRIX AI Network	matrix_ai_28.png	Aims to be an open source public intelligent blockchain platform	true	true
0xe2d82dc7da0e6f882e96846451f4fabcc8f90528	JC	Etherscan.io	Jesus Coin	jesuscoin2.png	cryptocurrency	true	true
0xe2e6d4be086c6938b53b22144855eef674281639	LNK	Etherscan.io	Link Platform	linkplatform28.png	Link Platform Token is distributed to people around the world to promote a decentralized way of holding value.	true	true
0xe2fb6529ef566a080e6d23de0bd351311087d567	COV	Etherscan.io	Covesting	covesting_28_2.png	Discover smarter investing by automatically copying the world's leading cryptocurrency traders.	true	true
0xe30e02f049957e2a5907589e06ba646fb2c321ba	DRPU	Etherscan.io	DRP Utility	dcorp-utility_28.png	No description	true	true
0xe34e1944e776f39b9252790a0527ebda647ae668	HBZ	Etherscan.io	Helbiz	helbiz_28.png	HBZ is a cryptocurrency and blockchain based transportation ecosystem to seamlessly offer transportation globally from scooters and cars to tolls and international flights through a partner network with ease, full transparency while users maintain full ownership of their personal data.	true	true
0xe3818504c1b32bf1557b16c238b2e01fd3149c17	PLR	Etherscan.io	PILLAR	plr_28_2.png	Building the a cryptocurrency and token wallet that aims to become the dashboard for your digital life.	true	true
0xe3f4b4a5d91e5cb9435b947f090a319737036312	PCH	Etherscan.io	POPCHAIN CASH	popchain_28.png	A brand new blockchain for K-Pop & Asian content market	true	true
0xe41d2489571d322189246dafa5ebde1f4699f498	ZRX	Etherscan.io	ZRX	zrx_28.png?v=3	Description: 0x is an open, permissionless protocol allowing for tokens to be traded on the Ethereum blockchain.	true	true
0xe469c4473af82217b30cf17b10bcdb6c8c796e75	EXRN	Etherscan.io	EXRP Network	exrnchain_28.png	Connecting the blockchains using crosschain gateway built with smart contracts.	true	true
0xe477292f1b3268687a29376116b0ed27a9c76170	PLAY	Etherscan.io	Herocoin	herocoin_28.png	Decentralized Solution for online betting.	true	true
0xe4c94d45f7aef7018a5d66f44af780ec6023378e	CCRB	Etherscan.io	CCRB	CCRB_28.png	Crypto currency	true	true
0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf	LA	Etherscan.io	LAtoken	latoken_28_2.png	LATOKEN aims to transform access to capital, and enables cryptocurrencies to be widely used in the real economy by making real assets tradable in crypto.	true	true
0xe5dada80aa6477e85d09747f2842f7993d0df71c	DOCK	Etherscan.io	Dock	dockio28.png	dock.io is a decentralized data exchange protocol that lets people connect their profiles, reputations and experiences across the web with privacy and security.	true	true
0xe5f166c0d8872b68790061317bb6cca04582c912	TFD	Etherscan.io	TE-FOOD	te-food_28.png	TE-FOOD is a successful food traceability solution, used by 6,000+ companies, managing more than 400,000 transactions each day, reaching 30 million people.	true	true
0xe7d3e4413e29ae35b0893140f4500965c74365e5	BBC	Etherscan.io	B2BCoin	b2bcoin_28.png	Unlock corporate demand for a token based business-to-business (B2B) marketing, sales, and trade platform.	true	true
0xe7e4279b80d319ede2889855135a22021baf0907	ZEUS	Etherscan.io	ZeusNetwork	zues_28.png	Cryptocurrency that allows people to raise crypto for events to challenging circumstances like accidents and illnesses or real world emergencies. 'The GoFundMe of Crypto'	true	true
0xe814aee960a85208c3db542c53e7d4a6c8d5f60f	DAY	Etherscan.io	DAY	chronologic_28.png	ChronoLogic technology is used to create debt & innovative time-based smart contracts.	true	true
